@relation statistic_data_set

@attribute compression numeric
@attribute entropy numeric
@attribute languageIC numeric
@attribute longestWord numeric
@attribute fileSize numeric
@attribute class {yes,no}

@data
0.386364,5.513056,0.027009,2684,2684,yes
0.346575,5.487933,0.030928,7124,7124,yes
0.342613,5.691999,0.02115,3628,3628,yes
0.372419,5.505826,0.029146,4068,4068,yes
0.113983,5.642435,0.022715,80468,80468,yes
0.32988,5.412885,0.032958,8976,8976,yes
0.70915,5.636607,0.02133,612,612,yes
0.434927,5.645246,0.022756,6316,6316,yes
0.4963,5.724659,0.020948,4324,4324,yes
0.416187,5.663692,0.022224,9736,9736,yes
0.340637,5.383394,0.033929,9036,9036,yes
0.428909,5.641726,0.022899,6344,6344,yes
0.374636,5.376109,0.033675,5496,5496,yes
0.650266,5.515053,0.024506,752,752,yes
0.339988,5.416475,0.03138,24192,24192,yes
0.365385,5.321662,0.037112,14924,14924,yes
0.422046,5.476853,0.029012,3656,3656,yes
0.340347,4.348913,0.093317,808,808,yes
0.501692,5.478485,0.028385,2364,2364,yes
0.241565,5.550594,0.024634,54656,54656,yes
0.194546,5.438524,0.030175,8764,8764,yes
0.482349,5.446815,0.029644,2776,2776,yes
0.422414,5.512303,0.027208,2784,2784,yes
0.364558,5.359959,0.035063,6608,6608,yes
0.438695,5.733339,0.020426,7324,7324,yes
0.661654,5.529512,0.023151,532,532,yes
0.472185,5.607826,0.023955,2948,2948,yes
0.35709,5.368577,0.036299,13484,13484,yes
0.584248,5.649194,0.022069,2552,2552,yes
0.35025,5.397965,0.033062,6404,6404,yes
0.477223,5.56572,0.025482,1844,1844,yes
0.379776,5.644613,0.02311,18532,18532,yes
0.405318,5.599317,0.02429,8048,8048,yes
0.747222,5.543904,0.022485,360,360,yes
0.403813,5.622155,0.023577,11644,11644,yes
0.514605,5.421555,0.032682,1164,1164,yes
0.489871,5.364339,0.03422,2172,2172,yes
0.046973,5.575018,0.024726,800752,800752,yes
0.5,5.453999,0.027633,1692,1692,yes
0.342156,5.40178,0.032924,10352,10352,yes
0.5225,5.650889,0.022085,3600,3600,yes
0.430421,5.455516,0.030649,2472,2472,yes
0.443164,5.649236,0.022627,7724,7724,yes
0.697635,5.586357,0.022322,592,592,yes
0.595318,5.637872,0.021647,1196,1196,yes
0.367387,5.426407,0.032366,14908,14908,yes
0.543413,5.521086,0.026029,1336,1336,yes
0.852041,5.421807,0.023496,196,196,yes
0.298182,5.285048,0.041143,14632,14632,yes
0.661202,5.602707,0.021742,732,732,yes
0.382192,5.458125,0.030415,4380,4380,yes
0.6875,5.608802,0.022266,688,688,yes
0.39511,5.11209,0.047185,1268,1268,yes
0.677515,5.597001,0.022078,676,676,yes
0.551316,5.464833,0.027616,760,760,yes
0.677734,5.554983,0.022803,512,512,yes
0.583935,5.59602,0.022735,1108,1108,yes
0.8625,5.39061,0.024303,240,240,yes
0.390232,5.694084,0.021375,6204,6204,yes
0.356889,4.948468,0.05775,4500,4500,yes
0.438525,5.444719,0.030085,1952,1952,yes
0.525135,5.489875,0.027327,2228,2228,yes
0.392405,5.363925,0.035283,3792,3792,yes
0.448889,5.608086,0.024612,2700,2700,yes
0.082832,5.492262,0.029077,168124,168124,yes
0.861702,5.396356,0.023666,188,188,yes
0.477115,5.632212,0.02281,5768,5768,yes
0.191254,5.641281,0.023079,33568,33568,yes
0.380906,5.50697,0.027409,4148,4148,yes
0.408676,5.37058,0.032727,2628,2628,yes
0.423996,5.520766,0.02861,4184,4184,yes
0.443595,5.637773,0.02293,8244,8244,yes
0.631579,5.641403,0.021788,912,912,yes
0.519022,5.520645,0.027041,1840,1840,yes
0.733533,5.602698,0.022825,668,668,yes
0.779412,5.644909,0.020439,408,408,yes
0.26419,5.362403,0.035168,18604,18604,yes
0.631387,5.530075,0.024806,1096,1096,yes
0.533759,5.543212,0.024938,1096,1096,yes
0.790359,5.916386,0.01688,892,892,yes
0.286157,5.606912,0.024166,19028,19028,yes
0.740628,5.951052,0.016661,3948,3948,yes
0.291819,5.385047,0.035986,13128,13128,yes
0.735816,5.512942,0.024218,564,564,yes
0.360274,5.396887,0.033497,7300,7300,yes
0.677165,5.534562,0.022729,508,508,yes
0.489035,5.43606,0.031866,2280,2280,yes
0.535714,5.484205,0.024687,560,560,yes
0.458288,5.663154,0.022126,7288,7288,yes
0.635417,5.404004,0.026922,480,480,yes
0.396558,5.349424,0.035655,5636,5636,yes
0.696903,5.670645,0.021766,904,904,yes
0.512365,5.622568,0.022621,2588,2588,yes
0.485127,5.398362,0.03142,1412,1412,yes
0.393707,5.400864,0.03393,7056,7056,yes
0.678846,5.554614,0.022714,520,520,yes
0.426111,5.300969,0.035863,1800,1800,yes
0.114062,5.375363,0.03264,36480,36480,yes
0.431448,5.660029,0.022572,8840,8840,yes
0.404387,5.439305,0.030143,2416,2416,yes
0.758065,5.65599,0.020935,496,496,yes
0.453548,5.398044,0.031188,3100,3100,yes
0.55692,5.518438,0.02625,896,896,yes
0.537209,5.719727,0.02057,2580,2580,yes
0.265082,5.512619,0.028819,8288,8288,yes
0.704878,5.643788,0.021835,820,820,yes
0.706522,5.674356,0.020161,552,552,yes
0.841837,5.415959,0.021978,196,196,yes
0.369556,5.280906,0.039226,4776,4776,yes
0.768868,5.323413,0.024636,212,212,yes
0.752137,5.571395,0.02242,468,468,yes
0.540735,5.577972,0.024517,1252,1252,yes
0.664063,5.549763,0.023679,768,768,yes
0.685714,5.558313,0.023804,840,840,yes
0.379233,5.63353,0.023366,10276,10276,yes
0.332154,5.286219,0.037747,5368,5368,yes
0.687023,5.558162,0.022675,524,524,yes
0.460707,5.357989,0.033107,2036,2036,yes
0.41543,5.470807,0.027514,1348,1348,yes
0.75,5.46405,0.025338,368,368,yes
0.460702,5.575161,0.024651,1196,1196,yes
0.298643,5.533146,0.027606,8696,8696,yes
0.305171,5.44544,0.030395,4912,4912,yes
0.41051,5.36624,0.034059,3140,3140,yes
0.6125,5.506631,0.025697,960,960,yes
0.280205,5.62315,0.023509,27876,27876,yes
0.258744,5.496889,0.027928,5604,5604,yes
0.229311,5.393193,0.036436,63124,63124,yes
0.497696,5.601051,0.02353,4340,4340,yes
0.695813,5.612245,0.022623,812,812,yes
0.557955,5.549135,0.024454,880,880,yes
0.472969,5.646538,0.022539,6548,6548,yes
0.619014,5.484498,0.025875,1420,1420,yes
0.39954,5.378045,0.03346,5216,5216,yes
0.417859,5.637121,0.023381,8948,8948,yes
0.225405,5.493362,0.027409,7156,7156,yes
0.352539,5.203223,0.041946,3072,3072,yes
0.540462,5.553436,0.023385,692,692,yes
0.5397,5.516822,0.026502,932,932,yes
0.473485,5.40667,0.031587,2904,2904,yes
0.345455,3.045991,0.344781,71,605,no
0.341848,5.004318,0.102825,39,1331,no
0.285042,5.111033,0.102234,30,2126,no
0.425458,5.375445,0.094697,39,1147,no
0.563003,5.646752,0.097117,62,1119,no
0.402902,5.119299,0.050845,38,896,no
0.827206,5.369935,0.051443,20,272,no
0.306253,4.889322,0.125923,44,3582,no
0.277116,5.163683,0.094467,110,7892,no
0.376623,3.184596,0.332763,71,616,no
0.320033,5.714906,0.088032,71,11052,no
0.445764,5.500413,0.080953,71,1853,no
0.382012,5.521453,0.073734,72,3102,no
0.43049,5.152462,0.05471,63,1266,no
0.302485,5.496854,0.061695,82,4668,no
0.240731,5.532922,0.106429,73,9845,no
0.466743,5.358091,0.098698,44,872,no
0.554257,5.317305,0.101049,34,599,no
0.397805,5.364891,0.104534,45,1458,no
0.27753,5.643547,0.165756,103,4940,no
0.28547,5.29894,0.169226,116,4088,no
0.249394,5.380102,0.207184,116,5361,no
0.254854,5.335664,0.133129,116,6592,no
0.330369,5.252955,0.232722,41,1462,no
0.543161,5.373669,0.069248,61,753,no
0.35393,5.203557,0.058063,89,2023,no
0.42769,5.287555,0.058047,83,1134,no
0.322503,5.830875,0.083962,86,5817,no
0.929825,5.21041,0.035638,16,171,no
0.71608,5.371432,0.05901,19,398,no
0.628571,5.041506,0.089997,24,245,no
0.385563,5.064237,0.043092,76,1704,no
0.317861,5.168484,0.099587,38,2693,no
0.270098,4.824629,0.089395,30,1729,no
0.23634,5.428316,0.206251,85,7705,no
0.323338,5.313673,0.200373,52,1534,no
0.303181,4.651525,0.06479,73,2012,no
0.424057,4.51744,0.150388,71,981,no
0.386216,5.399876,0.035264,63,3845,no
0.471176,5.276807,0.047221,45,1700,no
0.320314,5.380786,0.113296,75,7886,no
0.650842,5.234104,0.053458,20,653,no
0.446385,5.346565,0.070886,59,3665,no
0.637019,4.933215,0.039006,42,416,no
0.279515,5.178256,0.033259,76,2719,no
0.09802,5.036042,0.038498,164,567382,no
0.09087,4.941964,0.040283,123,60350,no
0.080841,5.162783,0.038245,122,110192,no
0.568875,5.579187,0.028283,54,951,no
0.196114,4.796377,0.057021,58,4941,no
0.610687,5.006605,0.039232,17,393,no
0.28685,5.096353,0.042369,23,5407,no
0.49497,5.230175,0.052827,58,994,no
0.287373,5.280658,0.034136,78,5512,no
0.433025,5.284344,0.033868,78,3240,no
0.287561,5.284836,0.034066,78,5491,no
0.431582,5.28015,0.033942,78,3274,no
0.287607,5.283772,0.034017,78,5511,no
0.287661,5.281208,0.034114,78,5503,no
0.43375,5.277102,0.034104,78,3283,no
0.433705,5.288333,0.033917,78,3228,no
0.467755,5.310333,0.033779,58,2450,no
0.46277,5.306013,0.033631,81,2498,no
0.431427,5.281047,0.034035,78,3252,no
0.433034,5.284924,0.034011,78,3233,no
0.435039,5.280332,0.034047,78,3225,no
0.286782,5.284446,0.034036,78,5485,no
0.288108,5.282911,0.034092,78,5491,no
0.288297,5.287526,0.034,78,5477,no
0.288194,5.286623,0.034055,78,5472,no
0.432813,5.282321,0.03392,78,3267,no
0.432591,5.277644,0.034042,78,3234,no
0.433034,5.28323,0.033959,78,3233,no
0.322227,5.046266,0.038066,78,4652,no
0.222418,4.942128,0.041175,101,9082,no
0.223779,4.943318,0.041154,101,8924,no
0.294801,5.016475,0.039209,78,4905,no
0.221508,4.943161,0.041097,101,9029,no
0.222285,4.939566,0.041257,101,8840,no
0.101871,4.861286,0.04328,78,26828,no
0.166976,4.836209,0.04412,78,16146,no
0.169639,4.839488,0.043972,78,14861,no
0.177224,4.920194,0.041928,78,14208,no
0.188197,4.936668,0.042486,77,10760,no
0.185213,4.874448,0.04301,78,14648,no
0.231777,4.982338,0.040617,79,8396,no
0.26194,5.004201,0.039646,91,7433,no
0.201865,4.901399,0.042183,91,11691,no
0.24359,4.962427,0.040578,91,8658,no
0.330169,5.113189,0.036527,78,4213,no
0.150299,4.858576,0.044183,78,18064,no
0.158309,4.84323,0.043783,78,21458,no
0.316894,5.379849,0.118458,44,7198,no
0.467085,5.430054,0.065573,44,2552,no
0.362647,5.319683,0.087353,52,4776,no
0.452772,5.325279,0.057225,37,1948,no
0.327674,5.273895,0.095014,48,5890,no
0.379556,5.28556,0.075459,37,3512,no
0.430014,5.225863,0.086387,64,2772,no
0.245699,5.517071,0.121683,65,22495,no
0.30978,5.12757,0.041969,472,16360,no
0.208021,5.288612,0.067452,405,30021,no
0.323158,5.154081,0.100315,40,5471,no
0.230514,5.206459,0.168841,46,11162,no
0.357468,5.144258,0.092726,37,4392,no
0.33349,5.187536,0.092548,48,6372,no
0.394339,5.499445,0.075215,37,3639,no
0.321697,5.498119,0.102839,41,7591,no
0.311981,5.255655,0.125071,43,11193,no
0.350387,5.312202,0.115813,41,6333,no
0.470011,5.34129,0.053154,37,1834,no
0.271329,5.254774,0.110001,56,18660,no
0.286407,5.197209,0.109638,60,9071,no
0.557103,4.892403,0.043448,213,359,no
0.273122,4.996958,0.132193,45,4606,no
0.475439,5.078691,0.072648,35,570,no
0.299098,5.135738,0.120548,36,2882,no
0.320821,5.156268,0.13036,43,3703,no
0.400602,5.108778,0.101159,31,1328,no
0.283532,5.115405,0.192447,30,2684,no
0.460106,5.020094,0.073637,34,1128,no
0.471338,4.995499,0.069056,45,785,no
0.364802,5.121275,0.089027,41,1949,no
0.240558,5.102376,0.242108,41,6169,no
0.306963,5.171549,0.216749,44,3375,no
0.408163,5.095337,0.089294,43,1323,no
0.335417,5.17492,0.092905,35,1440,no
0.331687,5.099103,0.120899,36,2430,no
0.422089,5.125775,0.088757,35,1829,no
0.348742,5.133559,0.119968,31,1947,no
0.401487,5.124807,0.081527,47,1076,no
0.461462,5.028281,0.111792,39,1012,no
0.416346,5.228305,0.092538,31,2080,no
0.364898,5.084189,0.122363,40,3242,no
0.373913,5.030998,0.088046,36,2070,no
0.482051,5.019672,0.068956,40,585,no
0.428571,5.165914,0.086138,48,875,no
0.53322,5.041795,0.052299,37,587,no
0.394923,5.22242,0.11081,34,2403,no
0.402081,5.008489,0.096904,32,1057,no
0.419786,5.150402,0.099814,35,1496,no
0.381348,4.932383,0.102339,37,1083,no
0.465737,5.214877,0.095546,38,1649,no
0.405808,5.093269,0.098527,37,1343,no
0.327724,4.950475,0.101316,28,2377,no
0.28497,5.179448,0.142352,28,2302,no
0.402207,4.99052,0.075065,36,997,no
0.702602,4.99173,0.051018,27,269,no
0.608359,5.357306,0.054364,56,646,no
0.698582,4.91435,0.064511,30,282,no
0.373647,5.375637,0.092409,48,2125,no
0.511494,5.512867,0.087124,53,870,no
0.318929,5.40951,0.195817,48,2800,no
0.316129,5.143298,0.110462,34,2325,no
0.417937,5.012471,0.081747,54,3345,no
0.515845,5.041682,0.07123,38,568,no
0.604255,4.954813,0.060908,33,470,no
0.53125,5.015981,0.075534,34,544,no
0.417778,4.865856,0.081965,36,900,no
0.574,4.991947,0.057924,33,500,no
0.356373,4.969611,0.090723,36,1577,no
0.39312,5.018303,0.11815,38,1221,no
0.414613,4.971976,0.096407,37,1177,no
0.362538,5.066892,0.085863,38,1324,no
0.457672,5.030955,0.087242,31,756,no
0.465565,5.003816,0.064919,33,726,no
0.553377,4.875202,0.068157,31,459,no
0.604839,5.05227,0.053285,36,372,no
0.663158,5.134709,0.046952,37,380,no
0.411365,5.104951,0.104332,36,1619,no
0.618644,4.988662,0.060979,41,354,no
0.581454,5.043565,0.060226,35,399,no
0.385864,4.938887,0.072862,29,1910,no
0.31304,5.260475,0.076143,40,2776,no
0.274698,5.027553,0.127655,53,6782,no
0.361028,5.330763,0.10876,55,3695,no
0.365079,4.935529,0.075251,40,1575,no
0.381937,5.308881,0.106473,37,2901,no
0.537097,5.0085,0.057861,37,620,no
0.487952,4.948806,0.069211,45,830,no
0.28639,5.034414,0.138963,39,3806,no
0.298812,5.064405,0.126724,51,3283,no
0.248025,4.950375,0.204867,39,5822,no
0.432099,4.850073,0.077359,37,1458,no
0.235174,5.177858,0.101461,58,18684,no
0.375422,4.981178,0.113626,32,1481,no
0.492632,4.895722,0.073071,37,475,no
0.787709,4.915601,0.03873,32,179,no
0.917293,4.735504,0.044429,22,133,no
0.273864,4.951003,0.170639,46,1519,no
0.245943,4.95606,0.085784,45,4005,no
0.789474,4.78754,0.037644,35,152,no
0.329386,5.016524,0.082562,47,1858,no
0.448276,5.039777,0.073529,52,783,no
0.573333,4.719325,0.07233,47,300,no
0.340371,5.019715,0.075681,43,1563,no
0.272073,5.355276,0.090337,61,6252,no
0.65371,4.913626,0.051377,24,566,no
0.770073,5.070116,0.039224,15,274,no
0.829876,5.144992,0.039108,15,241,no
0.604444,4.717952,0.055689,29,450,no
0.75082,4.850143,0.050971,24,305,no
0.705263,4.777744,0.05231,27,285,no
0.757143,4.937101,0.046672,19,280,no
0.660911,5.096685,0.044356,19,637,no
0.990385,5.038424,0.02894,16,104,no
0.765677,5.077029,0.040631,22,303,no
0.675269,5.030091,0.050973,18,465,no
0.643625,4.894354,0.055479,18,651,no
1.114754,4.554456,0.036066,12,61,no
0.495197,4.83122,0.053318,24,1145,no
0.770548,5.06809,0.040813,17,292,no
0.766447,5.324855,0.031961,37,304,no
0.810078,5.221594,0.034145,18,258,no
0.785235,5.14666,0.03489,27,298,no
0.494512,4.846294,0.061022,32,1731,no
0.951613,4.783678,0.041175,23,124,no
0.796364,5.105492,0.038142,37,275,no
0.989011,4.474572,0.043956,15,91,no
0.745205,5.082883,0.039003,20,365,no
0.745342,5.057393,0.046129,27,322,no
1.037975,4.63834,0.033431,15,79,no
0.61315,5.067244,0.053383,24,654,no
0.71564,4.937908,0.047832,25,422,no
0.515198,4.976443,0.052676,18,658,no
0.678487,4.86935,0.04559,30,423,no
0.648089,4.943102,0.050991,36,628,no
0.655673,4.908404,0.050223,30,758,no
0.672775,4.748958,0.054568,26,382,no
0.875676,5.028688,0.037192,22,185,no
0.64632,4.937256,0.047777,29,557,no
0.598604,4.89627,0.055023,19,573,no
0.787234,5.099498,0.039297,15,282,no
0.531309,5.005182,0.053666,32,1054,no
0.673913,4.980023,0.051402,24,552,no
0.760736,5.083348,0.042492,21,326,no
0.768657,5.248986,0.030382,25,268,no
1.081967,4.47637,0.042623,12,61,no
0.641447,5.063791,0.055276,25,608,no
0.813636,5.0545,0.034496,18,220,no
0.696429,4.971362,0.045612,26,448,no
0.833333,5.03555,0.038652,19,186,no
0.676423,5.153203,0.043574,19,615,no
0.915033,5.094617,0.033884,15,153,no
1.142857,4.543921,0.02987,13,56,no
0.802721,5.206724,0.03745,41,294,no
0.515957,5.281646,0.047603,58,2820,no
0.957895,4.648038,0.042777,12,95,no
0.776358,5.193579,0.035082,61,313,no
0.701357,5.173749,0.04452,38,442,no
0.520478,5.022369,0.050208,35,1172,no
0.674952,5.13131,0.043538,38,523,no
1.092593,4.601265,0.027254,13,54,no
0.57037,5.042368,0.050683,47,810,no
0.656301,5.191326,0.052078,25,611,no
0.626609,5.121019,0.055765,25,699,no
0.575172,4.980129,0.058556,19,725,no
0.591549,5.155653,0.045688,73,568,no
0.5625,5.108101,0.051102,24,624,no
0.833333,5.240714,0.030574,18,222,no
0.527437,5.08245,0.052827,37,1221,no
0.63138,4.93693,0.058923,19,529,no
0.658696,5.227753,0.037994,15,460,no
0.53828,5.058003,0.048403,25,849,no
0.621333,5.071554,0.054932,29,750,no
0.705021,5.137064,0.044113,18,478,no
0.752443,5.061659,0.051159,15,307,no
0.742236,5.193279,0.039163,49,322,no
0.691023,5.087251,0.052419,22,479,no
0.688845,5.088199,0.051556,22,511,no
0.820388,5.15653,0.0296,19,206,no
0.933333,5.153705,0.032483,15,150,no
0.608065,5.045847,0.048012,16,620,no
0.917722,5.158535,0.032815,15,158,no
0.785088,5.00309,0.044246,15,228,no
1.12069,4.768143,0.022384,13,58,no
0.779279,5.150258,0.029677,19,222,no
1.333333,4.011365,0.025362,9,24,no
0.770992,5.002272,0.03846,28,262,no
0.745714,5.194131,0.049136,15,350,no
0.685371,5.231579,0.046374,15,499,no
0.595899,4.976088,0.058163,17,829,no
1.013333,4.736135,0.033514,13,75,no
0.894444,5.044436,0.036809,20,180,no
1.055556,4.521971,0.039515,13,72,no
0.640118,5.058378,0.045941,18,339,no
0.635945,5.134441,0.05279,25,651,no
0.803419,4.988837,0.046257,17,234,no
0.831169,5.203074,0.037455,16,231,no
0.833333,5.0338,0.03871,19,186,no
0.806818,5.185543,0.040183,15,264,no
0.693735,4.991109,0.046771,19,431,no
0.675325,4.911331,0.047355,28,539,no
0.776596,5.139128,0.042276,29,282,no
0.583942,4.988721,0.062505,22,822,no
0.736486,5.1001,0.042648,29,296,no
0.74934,5.128129,0.051291,16,379,no
0.436061,4.982791,0.08553,45,2823,no
0.639073,5.131908,0.049295,25,604,no
0.561475,5.035229,0.056738,18,976,no
0.73955,5.020509,0.043792,26,311,no
1.117647,4.621313,0.033802,12,68,no
0.234737,5.147098,0.085687,69,8665,no
0.303092,5.005582,0.080285,58,1973,no
0.245356,5.152998,0.077505,50,8775,no
0.289003,5.143463,0.110987,46,5474,no
0.323139,4.969715,0.105292,32,2485,no
0.197979,5.245074,0.080708,49,12764,no
0.434783,4.845998,0.083188,24,851,no
0.278704,4.845535,0.077501,49,1080,no
0.295455,4.92681,0.067767,48,1408,no
0.317507,4.857589,0.076319,50,1011,no
0.275932,4.88817,0.084678,41,1475,no
0.30086,4.732246,0.098038,33,698,no
1.041096,4.242316,0.05898,10,73,no
0.24605,5.06813,0.100387,42,6202,no
0.331274,4.964962,0.088474,36,3399,no
0.308672,5.047876,0.092273,52,2906,no
0.371155,4.985567,0.096554,38,1463,no
0.302989,5.072736,0.090044,49,3647,no
0.308869,5.067756,0.094157,51,5818,no
0.28331,5.478306,0.151684,104,19071,no
0.43609,4.941801,0.090548,42,1330,no
0.279168,5.178479,0.117111,71,4954,no
0.301156,5.214817,0.117144,52,7697,no
0.413894,5.136386,0.07961,37,1713,no
0.782353,4.770608,0.046989,22,170,no
0.329743,5.205572,0.112369,58,5292,no
0.391156,5.453722,0.062194,59,1176,no
0.463504,4.875875,0.071133,19,1370,no
0.311955,5.274177,0.099267,59,6876,no
0.24672,5.185819,0.113195,58,16541,no
0.499445,5.20868,0.082333,41,901,no
0.447368,5.17211,0.116232,40,608,no
0.475559,5.190906,0.069517,42,1207,no
0.293228,5.167387,0.101125,74,4829,no
0.434783,5.203339,0.112471,43,851,no
0.46,5.306472,0.102905,43,1300,no
0.261834,5.163501,0.084639,38,5049,no
0.463415,5.053646,0.065423,28,1312,no
0.556373,5.022326,0.077721,30,408,no
0.615108,5.062231,0.061138,46,278,no
0.392565,5.17406,0.146784,30,1345,no
0.374787,5.000211,0.070124,36,1174,no
0.43743,5.074033,0.122599,35,887,no
0.42918,5.18566,0.061405,28,939,no
0.466245,5.28559,0.108301,39,948,no
0.430939,5.263724,0.10834,40,1629,no
0.399728,5.340499,0.06265,51,2209,no
0.547655,5.157809,0.060776,41,661,no
0.297125,5.084154,0.117185,57,2191,no
0.535922,5.092976,0.087515,39,515,no
0.258285,4.967199,0.071416,50,3078,no
0.502235,5.111302,0.074013,47,671,no
0.291018,5.100052,0.054314,40,835,no
0.46129,5.159612,0.053093,60,620,no
0.682051,4.905579,0.035263,42,195,no
0.594595,5.091461,0.063642,34,333,no
0.209296,5.086877,0.104666,56,7100,no
0.296523,5.14112,0.132446,51,7362,no
0.626812,5.071321,0.061423,43,276,no
0.309067,4.955675,0.085219,53,9794,no
0.259005,5.195174,0.116808,57,14992,no
0.401258,5.069618,0.076083,42,1590,no
0.236616,5.290363,0.218169,71,14103,no
0.474892,5.176766,0.073459,37,697,no
0.444592,5.388123,0.107713,49,1507,no
0.413014,5.409433,0.089327,41,1460,no
0.353234,5.12109,0.091196,43,1608,no
0.328851,5.169428,0.129408,45,3272,no
0.278015,4.958807,0.087003,52,8683,no
0.737589,4.544558,0.05157,31,141,no
0.830189,4.779229,0.044582,14,159,no
0.747706,4.795778,0.04769,14,218,no
0.300232,4.945926,0.054462,32,3877,no
0.293772,5.123271,0.115207,47,5620,no
0.286452,5.131397,0.114034,41,6776,no
0.329376,5.144974,0.095012,57,3285,no
0.223681,5.147179,0.181647,67,20489,no
0.349098,5.277979,0.102348,52,8648,no
0.353527,5.210339,0.082731,59,3615,no
0.143057,5.322623,-0.009569,83,168940,no
0.325373,5.244037,0.105973,59,11181,no
0.333429,5.096955,0.119432,35,3473,no
0.561837,4.846074,0.036088,21,283,no
0.875,4.642814,0.043277,47,120,no
0.210722,5.240905,0.109583,111,13952,no
0.342175,4.945222,0.089735,34,1131,no
0.186473,5.040268,0.111273,68,10350,no
0.288745,5.183768,0.113911,41,5091,no
0.485062,4.818616,0.074934,31,569,no
0.452794,5.065331,0.051205,46,519,no
0.253411,4.99409,0.158399,72,14072,no
0.24092,5.131118,0.149075,74,18006,no
0.238937,5.130268,0.164926,52,7977,no
0.406824,4.997832,0.106531,45,1143,no
0.532374,4.804722,0.064267,21,695,no
0.480519,4.942995,0.080641,26,1001,no
0.335215,5.083514,0.134374,29,3189,no
0.316294,5.214638,0.123825,66,2817,no
0.443878,5.023866,0.074051,33,980,no
0.443038,4.938608,0.07661,25,1027,no
0.559072,4.979545,0.070633,26,474,no
0.809524,4.850349,0.037333,24,126,no
0.641379,4.82307,0.059897,22,435,no
0.809524,4.742839,0.039619,24,126,no
0.411593,5.079899,0.106742,29,1708,no
0.478764,5.021678,0.067776,23,1036,no
0.404059,5.173418,0.092068,31,1626,no
0.265461,5.035104,0.082607,31,2765,no
0.311997,5.20075,0.116993,39,9686,no
0.273173,5.214492,0.103745,47,6732,no
0.257536,5.097447,0.082077,51,3052,no
0.42561,5.018531,0.064683,38,820,no
0.571429,5.015188,0.045845,47,350,no
0.459829,5.04496,0.074412,36,585,no
0.297456,5.163551,0.128708,35,4441,no
0.335728,5.14742,0.073687,35,2088,no
0.445108,4.8564,0.082313,22,1339,no
0.381667,5.396865,0.104532,42,2400,no
0.395553,5.239826,0.121692,26,1484,no
0.584444,5.153151,0.062588,27,450,no
0.763547,5.030134,0.044481,28,203,no
0.54964,5.233012,0.067311,29,695,no
0.533333,5.164619,0.084241,27,510,no
0.587852,5.21752,0.066491,27,461,no
0.454068,5.004529,0.082194,22,1143,no
0.337334,5.076306,0.085758,37,2333,no
0.291971,5.257537,0.209709,45,3973,no
0.530702,4.948429,0.072958,38,684,no
0.300727,5.322968,0.111485,47,5367,no
0.693878,4.685642,0.04035,31,147,no
0.707692,5.047821,0.033413,34,260,no
0.4512,4.805341,0.052205,43,625,no
0.521101,5.065218,0.055619,29,545,no
0.171818,4.856206,0.046324,54,9318,no
0.424149,5.138157,0.05135,42,969,no
0.800905,5.074735,0.039079,34,221,no
0.318523,5.187481,0.093439,44,9183,no
0.12943,4.903464,0.043815,55,11852,no
0.425822,5.432339,0.042534,61,2130,no
0.973333,5.324408,0.059239,32,150,no
0.115404,4.897115,0.096632,70,9913,no
0.065886,5.005299,0.053636,85,84980,no
0.084501,5.124196,0.075363,79,105218,no
0.184942,5.135053,0.158286,70,19790,no
0.133772,5.115506,0.161261,85,45002,no
0.973333,5.283592,0.059687,32,150,no
1.058824,5.450722,0.040336,29,85,no
0.255634,5.412105,0.032405,1972,64831,no
0.345953,5.116714,0.055816,51,6709,no
0.045726,5.030022,0.009033,87,600562,no
0.076841,5.119921,0.07662,83,126091,no
0.247826,5.012254,0.090981,70,3910,no
0.084104,5.11905,0.07938,83,97629,no
0.052295,5.033946,0.00562,79,282360,no
0.928144,4.968384,0.101075,50,167,no
0.088032,4.887532,0.098351,72,15767,no
0.100914,5.182602,0.10143,98,97826,no
0.062557,5.108171,0.01608,83,399302,no
0.081959,5.168805,0.08811,83,162265,no
0.973333,5.292062,0.059687,29,150,no
0.943262,4.871014,0.101013,43,141,no
0.176617,5.028445,0.045372,19,7621,no
0.332508,5.576901,0.027611,555,31100,no
0.279767,5.366592,0.047398,52,3771,no
0.430282,5.456411,0.034894,38,2338,no
0.28672,5.422659,0.061942,66,4119,no
0.410062,5.466892,0.036322,55,3041,no
0.372917,5.357815,0.056145,66,2821,no
0.256661,5.808431,0.080465,1846,72699,no
0.34323,5.392417,0.035673,61,3604,no
0.35891,5.467521,0.05981,92,10022,no
0.670118,5.544571,0.042099,23,676,no
1.016492,7.56031,0.005223,133,667,no
0.963869,7.869897,0.004554,289,3681,no
0.964437,7.874916,0.004503,221,3543,no
0.95462,7.819799,0.005029,156,3063,no
0.95407,7.829258,0.004886,306,2961,no
0.967595,7.872247,0.004556,182,4382,no
0.532961,5.592065,0.026358,49,895,no
0.456824,5.108457,0.047296,100,4389,no
0.461209,5.527931,0.033692,61,1869,no
0.428058,5.66203,0.028319,54,3614,no
0.630435,5.281188,0.031758,33,414,no
0.788945,5.17921,0.027156,33,199,no
0.420401,5.401165,0.036633,62,4686,no
0.480118,5.551001,0.03179,33,2364,no
0.475053,4.94975,0.050606,49,3768,no
0.444166,5.517062,0.028419,92,1997,no
0.501336,5.333734,0.039463,25,1123,no
0.355617,5.416047,0.038998,29,3605,no
0.555851,5.316452,0.040003,18,752,no
