@relation statistic_data_set

@attribute compression numeric
@attribute entropy numeric
@attribute languageIC numeric
@attribute longestWord numeric
@attribute fileSize numeric
@attribute class {yes,no}

@data
0.942857,5.305266,0.022405,140,140,yes
0.562849,5.687834,0.021606,1432,1432,yes
0.362835,5.63854,0.023231,22360,22360,yes
0.511364,5.454199,0.03016,2200,2200,yes
0.707792,5.612,0.021112,616,616,yes
0.342933,5.276131,0.039487,6736,6736,yes
0.581843,5.64765,0.022049,2908,2908,yes
0.332705,5.514909,0.027586,4244,4244,yes
0.423584,5.502124,0.028813,5156,5156,yes
0.450093,5.46631,0.02962,2144,2144,yes
0.64,5.540788,0.023628,600,600,yes
0.369607,5.443358,0.032071,4172,4172,yes
0.284655,5.257304,0.040915,24008,24008,yes
0.416883,5.424088,0.031986,4620,4620,yes
1.134615,4.611417,0.027903,52,52,yes
0.725329,5.528483,0.024121,608,608,yes
0.523333,5.472568,0.027875,1200,1200,yes
0.281765,5.490873,0.030461,14576,14576,yes
0.598168,5.471082,0.02556,764,764,yes
0.288517,5.478073,0.028167,4180,4180,yes
0.831169,5.564155,0.021194,308,308,yes
0.954545,5.099716,0.027065,132,132,yes
0.656757,5.555592,0.02413,740,740,yes
0.35905,5.25939,0.037955,4044,4044,yes
0.40911,5.656795,0.022194,4808,4808,yes
0.808824,5.551411,0.022002,340,340,yes
0.39148,5.372767,0.032685,3216,3216,yes
0.636824,5.625561,0.023038,1184,1184,yes
0.476004,5.409458,0.031816,1792,1792,yes
0.580263,5.497994,0.026614,760,760,yes
0.318308,5.462131,0.028459,6500,6500,yes
0.574766,5.424282,0.030349,1284,1284,yes
0.362442,5.672698,0.022353,13020,13020,yes
0.470115,5.534245,0.027149,4852,4852,yes
0.648707,5.584771,0.024249,928,928,yes
0.845,4.839189,0.070553,200,200,yes
0.831081,5.572929,0.020774,296,296,yes
0.558463,5.649997,0.022029,3096,3096,yes
0.28682,5.381346,0.033289,10076,10076,yes
0.678846,5.4556,0.024922,520,520,yes
0.716387,5.482995,0.024626,476,476,yes
0.513761,5.532274,0.026056,1308,1308,yes
0.326119,5.134616,0.050147,5452,5452,yes
0.579755,5.4724,0.027041,1304,1304,yes
0.475121,5.659479,0.022636,7436,7436,yes
0.439101,5.733777,0.020408,7340,7340,yes
0.59375,5.418616,0.028361,960,960,yes
0.411557,5.484749,0.027551,2544,2544,yes
0.217296,5.146348,0.048193,26388,26388,yes
0.513239,5.726624,0.020673,3248,3248,yes
0.289611,5.395369,0.035289,17596,17596,yes
0.415444,5.609253,0.024682,13364,13364,yes
0.500747,5.655871,0.022214,5352,5352,yes
1.2,4.534184,0.024359,40,40,yes
0.375482,5.594446,0.024645,11420,11420,yes
0.498036,5.647182,0.022453,5600,5600,yes
0.337273,5.435878,0.029932,3300,3300,yes
0.590214,5.612344,0.022902,1308,1308,yes
0.517943,5.375385,0.033181,1672,1672,yes
0.47247,5.654769,0.022396,4940,4940,yes
0.457646,5.681037,0.021896,9208,9208,yes
0.784574,5.602058,0.021631,376,376,yes
0.341663,5.30543,0.036903,9044,9044,yes
0.746528,5.571603,0.022361,576,576,yes
0.417526,5.438004,0.028449,1552,1552,yes
0.89,5.460893,0.022412,200,200,yes
0.383432,5.544646,0.027412,4744,4744,yes
0.605124,5.607448,0.022832,1132,1132,yes
0.355936,5.312978,0.037229,4380,4380,yes
0.515564,5.661949,0.022262,6104,6104,yes
0.544421,5.515137,0.025934,968,968,yes
0.351955,5.461771,0.03094,7160,7160,yes
0.550746,5.615237,0.022253,1340,1340,yes
0.513216,5.573508,0.028501,2724,2724,yes
0.565426,5.670665,0.022308,3760,3760,yes
0.297769,5.751531,0.020622,27696,27696,yes
0.348223,5.514164,0.027947,20820,20820,yes
0.365839,5.412802,0.032783,6440,6440,yes
0.479313,5.656415,0.021935,2272,2272,yes
0.553951,5.494669,0.026485,1316,1316,yes
0.7,5.598538,0.022149,640,640,yes
0.854167,5.347483,0.023342,192,192,yes
0.340332,5.285348,0.037753,6144,6144,yes
0.295714,5.676611,0.021835,11900,11900,yes
0.484478,5.611873,0.023236,3028,3028,yes
0.745893,5.97269,0.016174,5844,5844,yes
0.411616,5.492423,0.028493,2772,2772,yes
0.331304,5.428771,0.033365,15276,15276,yes
0.357326,5.613286,0.025245,6224,6224,yes
0.389551,5.3342,0.036587,4364,4364,yes
0.423017,5.686234,0.021359,6456,6456,yes
0.713889,5.498438,0.024285,720,720,yes
0.315371,5.443122,0.031254,12452,12452,yes
0.738981,5.951551,0.016649,4084,4084,yes
0.34548,5.455488,0.031833,14736,14736,yes
0.098317,5.293266,0.038502,33748,33748,yes
0.583201,5.639808,0.02228,2512,2512,yes
0.388051,5.455391,0.031483,11532,11532,yes
0.561154,5.623652,0.023383,2600,2600,yes
0.458439,5.429755,0.030011,3152,3152,yes
0.362391,5.601048,0.024172,13284,13284,yes
0.43568,5.527548,0.027697,3296,3296,yes
0.25073,5.427284,0.031894,31488,31488,yes
0.295806,5.39658,0.033241,8012,8012,yes
0.916667,5.402972,0.021814,168,168,yes
0.636574,5.714985,0.020379,1296,1296,yes
0.791096,5.48011,0.022784,292,292,yes
0.142224,5.428541,0.031306,22556,22556,yes
0.414875,5.553167,0.024079,1116,1116,yes
0.307593,5.628009,0.023723,37956,37956,yes
0.63535,5.465491,0.025823,628,628,yes
0.441667,5.4326,0.028479,2040,2040,yes
0.443249,5.661979,0.022518,8176,8176,yes
0.566425,5.59338,0.023202,828,828,yes
0.670601,5.562984,0.023856,932,932,yes
0.4,5.699273,0.021228,5620,5620,yes
0.603448,5.526792,0.024439,928,928,yes
0.511416,5.725834,0.020564,4380,4380,yes
0.41488,5.426624,0.030765,3172,3172,yes
0.451179,5.647519,0.022611,7292,7292,yes
0.395386,5.654941,0.022549,11356,11356,yes
0.331735,5.447608,0.030883,5004,5004,yes
0.486005,5.37516,0.032554,1572,1572,yes
0.411306,5.629917,0.023095,10136,10136,yes
0.203075,5.507452,0.02547,12424,12424,yes
0.448044,5.662656,0.022374,6544,6544,yes
0.361244,5.357473,0.033877,4180,4180,yes
0.850806,5.427082,0.023932,248,248,yes
0.569869,5.391469,0.031508,916,916,yes
0.295506,5.640311,0.022878,49884,49884,yes
0.331049,5.539791,0.028729,7588,7588,yes
0.201499,5.297054,0.037882,27752,27752,yes
0.365234,4.977475,0.058042,2048,2048,yes
0.358251,5.393201,0.033068,2836,2836,yes
0.511834,5.341423,0.034124,1352,1352,yes
0.679856,5.537509,0.023041,556,556,yes
0.175901,5.485404,0.029177,10324,10324,yes
0.412563,5.486623,0.027814,3980,3980,yes
0.532738,5.410647,0.029979,1008,1008,yes
0.536108,5.706554,0.020893,3268,3268,yes
0.390382,5.426876,0.031838,5136,5136,yes
0.515135,5.657604,0.021937,3700,3700,yes
0.285638,5.341113,0.037917,29996,29996,yes
0.31904,5.316831,0.03738,12920,12920,yes
0.488471,5.397225,0.031389,1648,1648,yes
0.453496,5.355089,0.03441,3204,3204,yes
0.460153,5.383351,0.033687,1832,1832,yes
0.772989,5.592126,0.020388,348,348,yes
0.830645,5.453687,0.022202,248,248,yes
0.385747,5.098463,0.048533,1768,1768,yes
0.575333,5.648836,0.022268,1500,1500,yes
0.298825,5.413958,0.033418,7148,7148,yes
0.70922,5.469303,0.024747,564,564,yes
0.532939,5.617915,0.022358,1184,1184,yes
0.783333,5.578096,0.022537,420,420,yes
0.325261,5.408087,0.029674,2684,2684,yes
0.631068,5.485942,0.023256,412,412,yes
0.484238,5.53172,0.026635,2284,2284,yes
0.438419,5.483766,0.029009,2176,2176,yes
0.808824,5.500842,0.021896,272,272,yes
0.725,5.452383,0.025677,400,400,yes
0.362028,5.639163,0.023354,17808,17808,yes
0.508041,5.56716,0.023846,1368,1368,yes
0.230378,5.594468,0.023995,10040,10040,yes
0.363934,5.674076,0.022326,13736,13736,yes
0.315156,5.466813,0.031465,8472,8472,yes
0.396918,5.381036,0.032609,4608,4608,yes
0.55463,5.512532,0.024428,1080,1080,yes
0.474524,5.658968,0.022166,5888,5888,yes
0.501715,5.49144,0.02749,2332,2332,yes
0.252884,5.505125,0.026842,6936,6936,yes
0.31642,5.455686,0.032185,10524,10524,yes
0.820946,5.548712,0.021003,296,296,yes
0.509294,5.734781,0.020259,4304,4304,yes
0.727113,5.676574,0.020444,568,568,yes
0.498478,5.522496,0.025681,2628,2628,yes
0.605381,5.525206,0.024583,892,892,yes
0.456448,5.419953,0.030045,1768,1768,yes
0.35245,5.496258,0.027904,13060,13060,yes
0.521084,5.695127,0.021243,3984,3984,yes
0.715152,5.622546,0.021516,660,660,yes
0.441748,5.650275,0.022645,7828,7828,yes
0.521583,5.085544,0.044228,556,556,yes
0.139215,5.653319,0.02221,35772,35772,yes
0.858491,5.465075,0.020835,212,212,yes
0.697853,5.520507,0.024488,652,652,yes
1.25,4.41391,0.024194,32,32,yes
0.29067,5.397679,0.032916,19572,19572,yes
0.790816,5.218994,0.027891,196,196,yes
0.773148,5.567845,0.022751,432,432,yes
0.404835,5.229575,0.040706,1944,1944,yes
0.40609,5.640881,0.023394,9392,9392,yes
0.678571,5.546768,0.022833,532,532,yes
0.221763,5.402709,0.032163,22984,22984,yes
0.488848,5.461711,0.028021,2152,2152,yes
0.675105,5.607501,0.022752,948,948,yes
0.37232,5.635586,0.022927,17536,17536,yes
1.097222,5.067368,0.020736,72,72,yes
0.55533,5.653164,0.022175,3452,3452,yes
0.347321,5.264881,0.03935,5076,5076,yes
0.380687,5.64623,0.023167,17232,17232,yes
0.545241,5.596369,0.024743,3404,3404,yes
0.405902,5.394364,0.034426,3592,3592,yes
0.581104,5.678135,0.021321,1196,1196,yes
0.442429,5.435764,0.030997,2536,2536,yes
0.790404,5.616566,0.020624,396,396,yes
0.438144,5.297018,0.038064,1552,1552,yes
0.329762,5.530033,0.027942,6720,6720,yes
0.481409,5.433684,0.030016,2044,2044,yes
0.495544,5.721324,0.020921,4264,4264,yes
0.329146,5.352953,0.032574,5572,5572,yes
0.663265,5.475372,0.02753,588,588,yes
0.47567,5.577649,0.024082,2836,2836,yes
0.413784,5.593489,0.024122,7400,7400,yes
0.796196,5.602899,0.020762,368,368,yes
0.31064,5.658814,0.022672,31316,31316,yes
0.393552,5.468885,0.027918,1644,1644,yes
0.288221,5.367533,0.034658,22056,22056,yes
0.332055,5.354318,0.035121,5216,5216,yes
0.509281,5.458538,0.02879,1724,1724,yes
0.227745,5.645762,0.022446,19816,19816,yes
0.545685,5.60371,0.022959,788,788,yes
0.350672,5.46973,0.030894,5652,5652,yes
0.784615,5.4913,0.021028,260,260,yes
0.304615,5.532319,0.026982,11700,11700,yes
0.393204,5.497912,0.025134,1648,1648,yes
0.295424,5.40093,0.036653,26880,26880,yes
0.441635,5.735969,0.02037,7316,7316,yes
0.251284,5.457511,0.032567,14792,14792,yes
0.405983,5.36669,0.032946,3744,3744,yes
0.451677,5.565654,0.027017,2504,2504,yes
0.433742,5.198895,0.042739,1796,1796,yes
0.282057,5.401461,0.033644,13008,13008,yes
0.371515,5.742917,0.020559,41468,41468,yes
0.375723,5.431573,0.030961,4844,4844,yes
0.242885,5.359475,0.037227,35700,35700,yes
0.649758,5.590533,0.022788,828,828,yes
0.256309,5.417449,0.031171,6816,6816,yes
0.370265,5.640455,0.023339,15100,15100,yes
0.392761,5.492526,0.029584,4448,4448,yes
0.319184,5.625305,0.023272,39720,39720,yes
0.422667,5.471642,0.030735,4500,4500,yes
0.424558,5.454068,0.030066,3168,3168,yes
0.663212,5.52459,0.024166,772,772,yes
0.492623,5.468005,0.028969,2440,2440,yes
0.505297,5.574994,0.023018,944,944,yes
0.48045,5.39664,0.032769,1688,1688,yes
0.653315,5.476672,0.025156,724,724,yes
0.516416,5.70093,0.021097,2924,2924,yes
0.320426,5.682935,0.021676,11544,11544,yes
0.442023,5.735343,0.020291,7296,7296,yes
0.35832,5.498157,0.027133,2428,2428,yes
0.336512,5.517175,0.029564,7236,7236,yes
0.352049,5.489604,0.03036,7320,7320,yes
0.492057,5.607361,0.023364,4784,4784,yes
0.758333,5.563595,0.021742,360,360,yes
0.489865,5.484727,0.02688,1184,1184,yes
0.290957,5.524813,0.030366,96932,96932,yes
0.334964,5.670193,0.022518,21668,21668,yes
0.6,5.464941,0.026718,980,980,yes
0.63326,5.578746,0.023476,908,908,yes
0.265434,5.561261,0.024166,12116,12116,yes
0.390097,5.476386,0.030173,4140,4140,yes
0.537263,5.476234,0.028962,1476,1476,yes
0.544025,5.202565,0.03839,636,636,yes
0.7125,5.460585,0.025739,400,400,yes
0.393268,5.169802,0.043948,2436,2436,yes
0.585526,5.534325,0.025647,760,760,yes
0.31728,5.367004,0.034284,11296,11296,yes
0.98913,5.040914,0.024367,92,92,yes
0.367336,5.644276,0.022951,16636,16636,yes
0.55597,5.56502,0.022263,536,536,yes
0.244824,5.48323,0.031368,41152,41152,yes
0.407853,5.402146,0.03188,2496,2496,yes
0.60443,5.53199,0.024829,948,948,yes
0.499188,5.484207,0.028259,3696,3696,yes
0.616758,5.471872,0.027318,728,728,yes
0.584016,5.53505,0.022671,488,488,yes
0.683168,5.646555,0.021624,808,808,yes
0.446225,5.393702,0.033558,3868,3868,yes
0.475711,5.605027,0.024165,1688,1688,yes
0.267996,5.459576,0.030206,20616,20616,yes
0.503521,5.339553,0.035559,1136,1136,yes
0.628165,5.558652,0.024584,632,632,yes
0.524609,5.459523,0.027474,1788,1788,yes
0.291921,5.15052,0.049551,22972,22972,yes
0.421958,5.278187,0.039014,1512,1512,yes
0.589389,5.741962,0.020625,14476,14476,yes
0.297681,5.467283,0.029783,11556,11556,yes
0.727099,5.614411,0.0215,524,524,yes
0.576466,5.627462,0.022565,2864,2864,yes
0.814103,5.491142,0.022508,312,312,yes
0.372471,5.332937,0.036762,3756,3756,yes
0.190341,5.535311,0.027392,7744,7744,yes
0.460526,5.351027,0.03238,1444,1444,yes
0.699728,5.534559,0.023784,736,736,yes
0.312039,5.658628,0.021878,3256,3256,yes
0.423497,5.443649,0.030024,5856,5856,yes
0.221301,5.422638,0.031035,6516,6516,yes
0.388694,5.481151,0.028692,2848,2848,yes
0.417692,5.14103,0.046191,1300,1300,yes
0.538414,5.706774,0.021221,3228,3228,yes
0.818841,5.510289,0.022635,276,276,yes
0.433697,5.567783,0.025113,2564,2564,yes
0.091835,5.400786,0.033288,62024,62024,yes
0.484694,5.539216,0.026785,1568,1568,yes
0.55984,5.436245,0.027755,1504,1504,yes
0.496084,5.49116,0.026551,1532,1532,yes
0.44174,5.48241,0.029057,6368,6368,yes
0.372014,5.61237,0.024169,12728,12728,yes
0.308333,5.539332,0.029644,9240,9240,yes
0.564721,5.415309,0.028719,788,788,yes
0.785714,4.555828,0.113069,224,224,yes
0.561367,5.578176,0.024714,305408,305408,yes
0.702128,5.416864,0.025688,376,376,yes
0.44005,5.630329,0.023033,7156,7156,yes
0.332024,5.454445,0.029322,4072,4072,yes
0.50283,5.531262,0.026284,2120,2120,yes
0.412512,5.275513,0.039007,4252,4252,yes
0.324955,5.27657,0.041988,8792,8792,yes
0.558642,5.641055,0.022305,1944,1944,yes
0.571059,5.588672,0.023804,1548,1548,yes
0.522204,5.625719,0.022878,3648,3648,yes
0.60124,5.52792,0.024847,968,968,yes
0.243989,5.46911,0.032802,32272,32272,yes
0.308435,5.14347,0.045874,3936,3936,yes
0.201013,5.648791,0.022493,24088,24088,yes
0.553506,5.543665,0.023726,1084,1084,yes
0.597147,5.628313,0.02263,1472,1472,yes
0.427752,5.682457,0.021796,9412,9412,yes
0.408625,5.411661,0.031278,3316,3316,yes
0.773649,5.46932,0.022698,296,296,yes
0.322856,5.479432,0.030656,8908,8908,yes
0.383593,5.360488,0.034677,5644,5644,yes
0.508019,5.637831,0.022717,4240,4240,yes
0.509282,5.468146,0.027665,1616,1616,yes
0.541971,5.55151,0.022518,548,548,yes
0.75,5.554157,0.023242,508,508,yes
0.72973,5.324209,0.026981,296,296,yes
0.292783,5.400215,0.030579,8064,8064,yes
0.532628,5.601893,0.023358,2268,2268,yes
0.51863,5.650325,0.022511,3972,3972,yes
0.316545,5.500463,0.030393,11000,11000,yes
0.527911,5.718385,0.020571,3332,3332,yes
0.546716,5.670672,0.022002,3532,3532,yes
0.407418,5.453018,0.029547,3532,3532,yes
0.387417,5.64446,0.02254,4228,4228,yes
0.68662,5.539064,0.023916,852,852,yes
0.798913,5.541975,0.02208,368,368,yes
0.485701,5.503353,0.028559,2168,2168,yes
0.264602,5.485933,0.030106,15820,15820,yes
0.448421,5.493317,0.027398,1900,1900,yes
0.439533,5.418463,0.031798,1968,1968,yes
0.56769,5.659773,0.02181,3324,3324,yes
0.36826,5.560658,0.027162,4896,4896,yes
0.440217,5.451073,0.02934,2760,2760,yes
0.289749,5.339888,0.035174,7648,7648,yes
0.507716,5.488637,0.0266,1944,1944,yes
0.558511,5.509209,0.026192,1504,1504,yes
0.560819,5.665644,0.021706,3420,3420,yes
0.522523,5.496627,0.027863,1776,1776,yes
0.337981,5.616909,0.023564,17140,17140,yes
0.437139,5.187035,0.04345,1384,1384,yes
0.597187,5.616559,0.023016,1564,1564,yes
0.427565,5.612459,0.024471,3548,3548,yes
0.562908,5.632127,0.023132,2448,2448,yes
0.265137,5.357353,0.033867,6144,6144,yes
0.316801,5.392366,0.033739,24880,24880,yes
1.333333,4.084963,0.021739,24,24,yes
0.44491,5.627487,0.022914,3340,3340,yes
0.15279,5.123994,0.049301,60004,60004,yes
0.625926,5.631805,0.02237,1080,1080,yes
0.409809,5.671658,0.022398,12540,12540,yes
0.373128,5.600367,0.024141,9080,9080,yes
0.513923,5.647395,0.02244,3232,3232,yes
0.636228,5.551018,0.023777,668,668,yes
0.498288,5.435613,0.029805,1168,1168,yes
0.555024,5.54457,0.023531,836,836,yes
0.427943,5.635136,0.022965,8632,8632,yes
0.503861,5.422719,0.02994,2072,2072,yes
0.412668,5.648356,0.022798,9504,9504,yes
0.348853,5.388272,0.034159,7496,7496,yes
0.32331,5.644437,0.023118,21716,21716,yes
0.298179,5.525984,0.026996,13512,13512,yes
0.472849,5.465673,0.030297,2836,2836,yes
0.854478,5.549409,0.020208,268,268,yes
0.478555,5.399361,0.032441,1772,1772,yes
0.421594,5.484584,0.028198,3112,3112,yes
0.509615,5.736247,0.020303,4368,4368,yes
0.405208,5.33468,0.034835,2880,2880,yes
0.535602,5.680313,0.021473,3820,3820,yes
0.803977,5.545418,0.021675,352,352,yes
0.588057,5.574722,0.024365,988,988,yes
0.352128,5.541434,0.025049,10056,10056,yes
0.493991,5.644116,0.022362,4660,4660,yes
0.416071,5.459942,0.026934,1120,1120,yes
0.528143,5.651098,0.022348,2132,2132,yes
0.545792,5.455465,0.027025,808,808,yes
0.281019,5.43614,0.032223,30336,30336,yes
0.360609,5.451676,0.029558,4864,4864,yes
0.489326,5.467982,0.027874,1780,1780,yes
0.430828,5.476805,0.028271,1836,1836,yes
0.70297,5.733244,0.019713,808,808,yes
0.68797,5.472375,0.024999,532,532,yes
0.605578,5.647478,0.021892,1004,1004,yes
0.26174,5.427993,0.030871,8944,8944,yes
0.635379,5.569897,0.023575,1108,1108,yes
0.547973,5.505483,0.026803,1480,1480,yes
0.289751,5.405186,0.03259,7220,7220,yes
0.3279,5.523053,0.028619,5276,5276,yes
0.351059,5.275922,0.038544,9816,9816,yes
0.35474,5.675384,0.021753,6540,6540,yes
0.63522,5.50115,0.025796,636,636,yes
0.616071,5.596044,0.025005,1456,1456,yes
0.631679,5.489304,0.024506,524,524,yes
0.432903,5.365087,0.033824,2012,2012,yes
0.28125,5.384294,0.033077,14368,14368,yes
0.36687,5.477316,0.028387,1968,1968,yes
0.269423,5.463028,0.03182,27956,27956,yes
0.581227,5.514308,0.025537,1108,1108,yes
0.159909,5.317539,0.036879,13220,13220,yes
0.501669,5.652021,0.022326,2996,2996,yes
0.357696,5.38519,0.034229,12916,12916,yes
0.333887,5.411223,0.033872,14448,14448,yes
0.328877,5.450058,0.030521,6732,6732,yes
0.657,5.525645,0.025365,1000,1000,yes
0.642077,5.459707,0.026138,732,732,yes
0.236486,5.657974,0.022185,18944,18944,yes
0.421875,5.484095,0.029021,2176,2176,yes
0.393914,5.421589,0.031568,7296,7296,yes
0.266446,5.332679,0.036915,23896,23896,yes
0.351601,5.561945,0.027782,7244,7244,yes
0.233321,5.401428,0.035667,58996,58996,yes
0.613953,5.582679,0.023194,860,860,yes
0.676267,5.558575,0.023655,868,868,yes
0.286719,5.398958,0.03294,2560,2560,yes
0.416318,5.355542,0.033727,1912,1912,yes
0.304218,5.595813,0.02429,18352,18352,yes
0.509767,5.730062,0.020341,4300,4300,yes
0.575846,5.651211,0.022029,3072,3072,yes
0.547222,5.429003,0.031591,1440,1440,yes
0.462527,5.623229,0.022663,1868,1868,yes
0.673165,5.576937,0.023678,872,872,yes
0.476845,5.528922,0.025859,2548,2548,yes
0.257174,5.110441,0.049239,27320,27320,yes
0.288402,5.412955,0.031618,6484,6484,yes
0.575262,5.572304,0.02392,1528,1528,yes
0.555229,5.646347,0.02224,3404,3404,yes
0.425353,5.644371,0.022932,6792,6792,yes
0.483995,5.679515,0.021995,6248,6248,yes
0.4846,5.470337,0.030195,1948,1948,yes
0.723684,5.59855,0.023179,532,532,yes
0.428743,5.671499,0.022014,8336,8336,yes
0.457996,5.382381,0.033625,1976,1976,yes
0.271919,5.457507,0.034414,35312,35312,yes
0.521416,5.643295,0.022456,4436,4436,yes
0.375504,5.50384,0.026061,1984,1984,yes
0.622754,5.520623,0.024082,668,668,yes
0.298315,5.42083,0.031028,5340,5340,yes
0.599693,5.566451,0.023908,1304,1304,yes
0.731527,5.739355,0.019395,812,812,yes
0.314348,5.353375,0.035308,9604,9604,yes
0.377018,5.675089,0.02228,37160,37160,yes
0.420616,5.312933,0.036236,1688,1688,yes
0.383359,5.498798,0.027459,2632,2632,yes
0.205768,5.526212,0.027803,8252,8252,yes
0.601471,5.480979,0.027419,680,680,yes
0.930556,5.223507,0.025738,144,144,yes
0.450255,5.503003,0.026976,1568,1568,yes
0.39311,4.909257,0.056703,1132,1132,yes
0.43346,5.456835,0.028692,2104,2104,yes
0.675347,5.531129,0.023285,576,576,yes
0.601351,5.455117,0.02834,1036,1036,yes
0.787975,5.540103,0.02184,316,316,yes
0.121747,5.564846,0.025982,19984,19984,yes
0.389774,5.641225,0.023229,12048,12048,yes
0.240019,5.300418,0.037642,21340,21340,yes
0.378801,5.398638,0.033753,4472,4472,yes
0.364532,5.605802,0.024247,15332,15332,yes
0.279154,5.357328,0.035772,12108,12108,yes
0.50787,5.733278,0.020285,4320,4320,yes
0.71134,5.554718,0.022084,388,388,yes
0.341809,5.615063,0.023393,21828,21828,yes
0.667279,5.559164,0.022431,544,544,yes
0.677374,5.611469,0.021741,716,716,yes
0.512579,5.468997,0.028832,1908,1908,yes
0.469048,5.50987,0.026785,2100,2100,yes
0.297346,5.462827,0.028899,2788,2788,yes
0.355519,5.703895,0.021271,7212,7212,yes
0.216121,5.581156,0.024885,26772,26772,yes
0.495702,5.645826,0.022498,5584,5584,yes
0.419824,5.456698,0.027558,2956,2956,yes
0.430006,5.640962,0.022839,6472,6472,yes
0.681985,5.562587,0.022607,544,544,yes
0.75266,5.474372,0.024383,376,376,yes
0.430676,5.687849,0.021578,6448,6448,yes
0.393899,5.556862,0.027719,4524,4524,yes
0.792763,5.465578,0.022777,304,304,yes
0.435218,5.66279,0.022303,6684,6684,yes
0.402289,4.944393,0.055811,1136,1136,yes
0.514241,5.315117,0.03586,1264,1264,yes
0.518235,5.429339,0.030706,191776,191776,yes
0.503965,5.65889,0.022224,5548,5548,yes
0.285567,5.431303,0.03458,14564,14564,yes
0.431234,5.43998,0.029737,3112,3112,yes
0.18915,5.380839,0.032923,15004,15004,yes
0.609813,5.536379,0.025018,856,856,yes
0.462403,5.444528,0.028907,2580,2580,yes
0.518199,5.537118,0.025832,1044,1044,yes
0.548227,5.656499,0.02216,3836,3836,yes
0.510204,5.725837,0.020576,4312,4312,yes
0.438626,5.40501,0.032545,1776,1776,yes
0.350282,5.637437,0.023165,16324,16324,yes
0.418244,5.409519,0.030257,2324,2324,yes
0.339665,5.015684,0.053215,3580,3580,yes
0.581325,5.597133,0.025447,1328,1328,yes
0.477273,5.567079,0.023436,1628,1628,yes
0.354834,5.479077,0.031869,6744,6744,yes
0.541168,5.498943,0.026695,1336,1336,yes
0.563931,5.550005,0.025305,1048,1048,yes
0.621981,5.547501,0.024394,828,828,yes
0.298246,5.489428,0.027453,4104,4104,yes
0.423839,5.533233,0.028759,4136,4136,yes
0.681818,5.523084,0.023159,528,528,yes
0.340237,5.07279,0.049646,2028,2028,yes
0.360567,5.643663,0.02321,18984,18984,yes
0.240589,5.507628,0.028061,6588,6588,yes
0.369577,5.506397,0.027867,3688,3688,yes
0.392901,5.341623,0.035719,3240,3240,yes
0.65991,5.440236,0.026549,444,444,yes
0.493034,5.548271,0.024413,1292,1292,yes
0.393813,5.53659,0.026439,2392,2392,yes
0.377486,5.570748,0.02526,10660,10660,yes
0.398075,5.623762,0.023256,5092,5092,yes
0.514634,5.453909,0.027634,1640,1640,yes
0.25246,5.653388,0.022789,10164,10164,yes
0.447131,5.629564,0.023614,3764,3764,yes
0.594758,5.490274,0.026505,992,992,yes
0.603922,5.520106,0.024832,1020,1020,yes
0.401368,5.466721,0.028604,4532,4532,yes
0.611233,5.48457,0.027211,908,908,yes
0.532834,5.391273,0.032993,1736,1736,yes
0.475787,5.461418,0.027524,1652,1652,yes
0.543692,5.666608,0.021909,3868,3868,yes
0.715714,5.603996,0.022628,700,700,yes
0.659686,5.505511,0.024589,764,764,yes
0.688725,5.565684,0.023815,816,816,yes
0.670103,5.538712,0.024077,776,776,yes
0.214248,5.320571,0.040415,33648,33648,yes
0.668421,5.559219,0.022427,380,380,yes
0.424101,5.571619,0.024694,5784,5784,yes
0.574209,5.65068,0.022085,3288,3288,yes
0.38389,5.634117,0.023196,12824,12824,yes
0.609375,5.604322,0.023449,1088,1088,yes
0.585744,5.546916,0.023887,968,968,yes
0.223195,5.405051,0.031739,7536,7536,yes
0.759804,5.479119,0.023835,408,408,yes
0.393831,5.644324,0.023039,19224,19224,yes
0.424296,5.47357,0.03134,5680,5680,yes
0.311282,5.476916,0.027767,3900,3900,yes
0.540788,5.666423,0.022029,3604,3604,yes
0.399698,5.3891,0.036254,7956,7956,yes
0.534218,5.470694,0.027128,1432,1432,yes
0.72,5.62003,0.021413,600,600,yes
0.164068,5.376447,0.033844,48352,48352,yes
0.887255,5.496784,0.020477,204,204,yes
0.259757,5.638784,0.022721,14348,14348,yes
0.419811,5.596103,0.023412,3180,3180,yes
0.522167,5.321704,0.036451,812,812,yes
0.437661,5.640825,0.022852,6208,6208,yes
0.420934,5.160879,0.045041,1328,1328,yes
0.286846,5.326198,0.036924,17424,17424,yes
0.367826,5.670036,0.022255,13800,13800,yes
0.240856,5.248505,0.044821,61460,61460,yes
0.505383,5.379287,0.033186,1672,1672,yes
0.548223,5.706215,0.021058,3152,3152,yes
0.18059,5.302824,0.039109,225256,225256,yes
0.638889,5.446514,0.026609,612,612,yes
0.721374,5.639766,0.020631,524,524,yes
0.680168,5.651987,0.020913,716,716,yes
0.371521,5.472462,0.029391,7760,7760,yes
0.44617,5.671988,0.022185,8564,8564,yes
0.549261,5.669775,0.02198,2436,2436,yes
0.47844,5.628551,0.022584,2180,2180,yes
0.336976,5.143929,0.050056,6588,6588,yes
0.290335,5.156804,0.045386,10636,10636,yes
0.510526,5.643202,0.022661,4180,4180,yes
0.272074,5.533725,0.024658,5708,5708,yes
0.606098,5.44361,0.028458,820,820,yes
0.659439,5.525721,0.024425,784,784,yes
0.317154,5.316707,0.041029,16812,16812,yes
0.15553,5.554755,0.024429,15804,15804,yes
